type,size,risk,r,angle,z
Satellite,Medium,High,78.8827027472236,177.094088654086,142.298112135448
Satellite,Small,Critical,32.7723706828227,206.198103505359,25.4637747310703
Satellite,Medium,Moderate,87.9006144854983,85.8013958260789,144.847976214961
Rocket_Body,Large,High,19.2558332941729,285.823830497612,2.22841837612556
Rocket_Body,Large,High,21.3359676741422,175.133795663672,72.1688537725268
Fragment,Small,Low,98.1236399590554,120.256397431185,50.0051757174844
Fragment,Medium,Critical,70.6455008443004,38.4555574670366,67.3685120895376
Fragment,Large,High,86.2198501986057,85.9842577452984,85.5996868471183
Rocket_Body,Medium,High,39.1896439616366,341.741221832154,65.3383737019063
Rocket_Body,Medium,High,70.8835374568544,109.835887255029,62.2270275452392
Fragment,Small,High,63.4817644577737,60.7893441721327,109.908512311995
Fragment,Large,Moderate,64.2835108110652,165.842204995797,102.881441262969
Rocket_Body,Small,Critical,71.4279213583949,110.551587609689,124.990692305377
Fragment,Small,Low,61.7823255816188,12.6573300976298,37.4938471859243
Satellite,Large,Low,48.6156132372399,116.33227822059,91.4292764631095
Rocket_Body,Large,Moderate,34.8330424942492,195.879104618208,87.779217808928
Fragment,Medium,Critical,79.1723197821881,198.616453927188,55.4606716309033
Rocket_Body,Large,High,30.3645187002867,128.361211623679,72.9086312854021
Satellite,Medium,Moderate,72.3118875538972,161.028992250936,47.0673214958593
Rocket_Body,Medium,Critical,30.9999540384393,347.586450564515,21.2766596425477
Rocket_Body,Medium,High,66.2797152959008,135.845451802912,32.0701815994099
Rocket_Body,Large,Moderate,77.2370440416126,92.9616527735938,15.8270469601801
Rocket_Body,Small,Critical,29.6842500015885,87.6481358640336,102.460436278518
Satellite,Medium,Low,15.3948970775177,164.795260573488,99.1091089663727
Rocket_Body,Small,Low,21.7876368694756,273.427253538099,142.59095573698
Rocket_Body,Small,Critical,64.5397270543923,74.1557463078503,109.451762047086
Fragment,Large,Low,86.4501765603162,255.346605770676,7.80687581341971
Rocket_Body,Small,Critical,14.0497139111881,7.61393640578986,132.636776089343
Fragment,Small,High,76.0736133137481,150.81587207422,129.401274441858
Satellite,Large,Critical,40.7186781355046,279.311423473003,66.4980481159048
Satellite,Medium,High,53.067553292757,121.943864078795,87.8794575791882
Satellite,Small,Moderate,93.5973594861009,202.945356520343,146.411749870877
Satellite,Large,Critical,39.877435426226,73.7925238173278,79.8456545772249
Fragment,Small,Moderate,51.8803240545537,267.118340805422,135.798274256413
Rocket_Body,Small,Low,11.2314173284613,18.8204771767534,12.4558136715279
Satellite,Medium,High,17.3438848004354,306.91535215518,28.6577803063024
Rocket_Body,Small,Critical,33.2732432021305,71.3506991118005,66.1132415161976
Fragment,Large,Moderate,12.5067016738966,314.783291414999,87.7135212505957
Fragment,Small,High,66.8237793443426,126.910526868186,122.43417777942
Fragment,Medium,High,48.375852112146,260.166086810815,148.239317271478
Satellite,Medium,Low,59.3330682455219,114.921107203027,58.3277244711174
Rocket_Body,Large,Low,25.7182467306696,326.128201644473,7.11234542101273
Rocket_Body,Medium,High,36.6338826492954,45.5893651866147,120.175725494298
Rocket_Body,Small,High,69.7442027367452,64.2671241381355,90.6571078624212
Fragment,Medium,Critical,96.8772451267359,177.490845057168,29.7814288302302
Satellite,Large,High,14.5375096241988,29.4978380537326,74.224268493213
Fragment,Medium,Critical,90.1345888769739,70.5528664926343,111.346536830058
Fragment,Medium,High,61.9193081180087,339.755897596325,115.561768060296
Rocket_Body,Medium,Low,60.7527610080061,351.536278013239,74.9427617998143
Fragment,Large,Critical,55.0250681686984,135.453358558951,45.7821795193288
Rocket_Body,Medium,Moderate,16.2454677313765,332.382967565016,146.061387305774
Satellite,Medium,Low,18.0889166562544,196.136883242435,99.5043916434739
Rocket_Body,Small,Critical,64.0820805093177,97.1072877145561,61.2356279019448
Satellite,Large,Critical,40.6862714292002,252.863539589015,42.0694836306978
Rocket_Body,Medium,Moderate,92.5541259919912,237.204650366948,109.665447450534
Fragment,Large,Critical,46.5931483623525,356.085114879144,36.3275168390651
Fragment,Medium,High,22.8953312832376,95.4170234673419,25.7564983460532
Satellite,Medium,Moderate,74.3246950151832,241.941420958224,79.4750833443105
Satellite,Medium,Low,36.4018079296908,18.7285518106008,43.4981088966212
Satellite,Small,Low,57.2923276620303,40.9125739308189,94.3357717385422
Rocket_Body,Small,High,72.8049506954653,1.41061498239357,17.690801231135
Rocket_Body,Small,Low,91.0237700081863,359.805845181482,98.2411656850982
Satellite,Large,Critical,81.2972075321508,288.818530973092,42.4944791996553
Fragment,Large,Critical,70.8724961085451,283.220285304074,0.0364401651769097
Rocket_Body,Small,High,71.1669864155629,183.501387103744,19.0404086511264
Rocket_Body,Large,Low,95.1332179628877,108.024149845958,140.042306675264
Rocket_Body,Medium,Low,36.6241687746882,54.4551424065633,130.103195867303
Satellite,Medium,High,10.1000884776568,102.482905984726,35.0413548054355
Satellite,Medium,Moderate,34.4759103458378,135.34963989449,116.755785681823
Satellite,Small,Low,29.6102241664069,272.271634912905,91.2857389760961
Satellite,Large,Moderate,69.5651126602598,194.278244005134,145.63570671748
Satellite,Small,Low,67.0340439788976,27.8941055599737,56.0408489301088
Fragment,Large,Low,63.4115244434251,6.4904432252084,102.219091877575
Fragment,Medium,Low,11.4619098888508,36.8395846322627,9.53035836358778
Satellite,Small,Low,75.5900249005582,147.779536931056,59.4371020224608
Rocket_Body,Large,Critical,39.1177371236942,335.949450137646,144.572649178227
Satellite,Large,Moderate,69.8550390105968,229.464893235319,80.847131167518
Fragment,Medium,Moderate,60.0920585651938,288.657323955185,43.1819255002266
Fragment,Small,Low,40.8457832885116,167.894854021637,18.040644469291
Rocket_Body,Small,Low,22.1118640393697,130.199789950215,105.529251027229
Fragment,Small,Moderate,18.4977007894432,39.0241341779841,96.728406514459
Satellite,Medium,Critical,84.8366499801001,315.335887987033,56.0908070405661
Rocket_Body,Small,High,92.6557787873402,281.937610450045,142.641202779875
Satellite,Medium,High,68.4809242087869,60.522515135181,3.33042194817754
Satellite,Medium,Moderate,19.3090703374435,184.413802995453,45.5585777447738
Rocket_Body,Medium,Low,46.1824495199416,175.454930851648,138.160422944937
Satellite,Large,Low,75.6045280094641,225.03295896715,48.140315747916
Fragment,Small,Critical,80.1838795609061,340.627281836854,37.8379250782755
Satellite,Small,High,20.6396760061979,208.717719034492,80.1330614896871
Rocket_Body,Medium,Critical,10.0027646960844,194.478216040302,123.57026248808
Rocket_Body,Medium,High,74.0923341292544,18.116255856479,15.4720141317541
Rocket_Body,Small,Moderate,42.0936558387585,22.6466913664886,141.45310644686
Satellite,Medium,High,32.9033198456434,67.444844877644,119.260932177174
Rocket_Body,Small,Critical,11.1607722810572,11.6894778090293,27.1875383327327
Rocket_Body,Large,Critical,58.6269466085349,267.607042405204,106.801194179724
Satellite,Medium,Critical,86.6035661883383,260.398909437826,57.7438083956335
Fragment,Small,Moderate,96.1868481645329,48.9802443953914,60.3442017114478
Satellite,Medium,High,60.917045555196,300.988404286301,117.493513865829
Rocket_Body,Small,High,56.3015194965904,55.7229725446003,144.417721197109
Rocket_Body,Small,Critical,17.6550746940317,108.423211319049,18.998380927079
Satellite,Medium,High,59.3985521388339,89.6316836980914,63.0945355318229
Fragment,Large,Low,44.1981171068855,134.030555486297,72.1412412126455
Rocket_Body,Small,Low,64.6421752795219,91.6789557203862,56.4467725432496
Rocket_Body,Small,Low,44.9853713088892,176.022333517842,54.4783685574337
Rocket_Body,Small,High,31.626921110533,146.666837287686,7.84030013423948
Satellite,Large,Moderate,18.5468747705538,355.165016680557,102.830793084393
Rocket_Body,Large,Moderate,38.3426600130006,20.1334860461612,65.4321625680068
Fragment,Medium,Moderate,18.6980350858977,51.1852954994465,29.219070396589
Rocket_Body,Large,Moderate,25.9207255741585,19.0173218070968,122.40502534531
Rocket_Body,Medium,Low,98.8602542721591,225.302830193655,120.384112222744
Fragment,Medium,Low,49.9693201215956,19.623339868939,72.958744213334
Rocket_Body,Large,Critical,57.8684589854514,301.118305455404,44.767599172164
Satellite,Medium,High,88.6256675863493,184.297907045494,95.7139088694678
Satellite,Large,High,99.6012010441619,189.722744849352,43.2228203666104
Satellite,Medium,Moderate,62.4443004410213,202.174022776389,35.4011895485568
Fragment,Large,Low,83.1226438939754,61.4929342702358,109.577198103949
Rocket_Body,Large,Moderate,39.4246921903007,71.1685091212155,6.0487859581426
Satellite,Medium,Critical,37.5169561702562,114.774236234281,14.215270655189
Fragment,Small,High,46.2433348895104,213.658709695866,1.01822610353846
Rocket_Body,Medium,High,70.5256536406284,75.6423993384772,22.9414779713139
Fragment,Large,Moderate,71.3972520329588,41.879421767974,10.3485013065689
Satellite,Small,Critical,38.3715491184505,349.242079110635,149.370355166987
Satellite,Medium,High,21.9888931722965,7.91345333146424,43.3214954931134
Satellite,Medium,Critical,66.9156630818957,288.971065920967,22.390201900387
Fragment,Medium,Critical,21.5493275969888,283.692653847007,36.1494386993876
Fragment,Small,Moderate,62.0643257406397,106.997080984234,140.41883573102
Satellite,Large,Low,72.4079915250678,48.8255817626328,78.0240334536593
Fragment,Medium,Moderate,73.0550346755006,52.4263128139524,54.7227144461785
Satellite,Medium,Low,77.8124899593637,251.075382205389,131.008718686382
Satellite,Medium,Critical,88.5573479409098,231.410372791022,59.2485405823548
Rocket_Body,Medium,Low,54.9963092768309,281.788442730499,50.2512854936543
Fragment,Medium,Critical,75.7224270576614,337.493222063677,31.0923783824603
Satellite,Large,High,65.7255461829253,249.093850775973,56.6695235864117
Satellite,Large,High,26.7975945817914,56.1065531585196,47.5026534025389
Fragment,Medium,High,12.3120680382467,87.6393420355478,101.595593894721
Rocket_Body,Small,Moderate,35.608724710924,303.189743114321,43.437405700609
Rocket_Body,Large,Moderate,49.8730335703857,75.350187300315,86.5799619633842
Satellite,Small,Critical,65.539534998579,26.1080341036133,9.8838247547959
Fragment,Large,High,86.4963397452884,253.18081945521,28.6933735044771
Rocket_Body,Medium,Moderate,27.6621145035549,144.909487976451,61.1107907417023
Fragment,Large,High,21.2994810908629,331.214418916525,140.542388086304
Fragment,Medium,Moderate,96.7131952726894,234.091825593718,56.5877978573543
Satellite,Large,Low,19.7240103438766,32.5508320049978,99.6111181799751
Rocket_Body,Medium,Low,53.064196309647,341.228364211317,38.2630833632097
Satellite,Medium,High,62.7007355913971,93.0806149104885,19.0550363959847
Rocket_Body,Medium,Critical,58.7236978816694,121.396496546262,8.78049001200751
Rocket_Body,Medium,Moderate,17.7428941329648,144.813748926075,45.8120247814127
Rocket_Body,Small,Moderate,15.1324222603257,18.4407467055527,23.6491540195361
Rocket_Body,Medium,Low,19.4935084714932,178.745552003017,26.1015672024186
Rocket_Body,Small,Low,62.7028915485351,44.3946567871052,114.113896258042
Fragment,Small,Critical,58.9910398870888,144.349317607806,2.37571064173113
Satellite,Medium,Critical,31.0366712833069,126.25552367715,83.6715188603151
Fragment,Small,Critical,67.3996727661032,278.222430033541,56.9192070890197
Rocket_Body,Large,High,83.8060751850084,289.141384187783,75.982499986282
Satellite,Medium,Low,13.7421063861934,55.2286376600716,84.4245355821904
Rocket_Body,Small,High,54.8316949193238,131.958427456521,47.0051541685917
Satellite,Medium,Low,72.0379370892421,134.407137971459,44.2663290276427
Fragment,Medium,Low,32.7080734362718,54.5077598169906,110.010277400235
Satellite,Medium,Moderate,37.6993814763834,287.443261818428,130.691548218173
Satellite,Small,Low,65.2274112690445,254.602198200752,28.8872448687791
Satellite,Large,Low,90.8141764099363,68.5374430669325,14.6428140802723
Satellite,Large,High,82.8931978272609,132.019887093767,134.669370958803
Satellite,Small,Low,62.4817197189625,38.0898089483451,52.4843195471098
Rocket_Body,Medium,High,75.7199545981524,226.154374953495,82.6976085994221
Satellite,Small,Critical,42.8340223187018,43.693892837503,53.9314716780005
Satellite,Small,Low,67.6868975288882,354.93630070497,18.8703504519076
Fragment,Small,Low,51.9563432014801,281.04554688763,88.3997467421592
Satellite,Medium,High,27.0942522811804,140.485877850238,78.7711277654444
Fragment,Small,Critical,73.1564446489531,208.283015620567,30.4490338786795
Rocket_Body,Medium,Moderate,60.0818173613939,328.083053837907,67.7803566978416
Satellite,Small,Critical,42.2759423758232,199.475740942497,119.542125602346
Fragment,Large,High,92.0205271070767,62.8194551032638,88.5639154661837
Fragment,Small,Critical,11.8840706044059,136.333208009217,14.5375990600492
Rocket_Body,Small,High,38.4195836124546,303.532151410708,82.2032245843702
Satellite,Large,High,15.1193257999881,231.916685756262,105.410744893438
Satellite,Medium,Moderate,78.9874584599464,234.260778360168,118.905510867112
Fragment,Medium,Low,73.1896708702413,312.055734847856,94.36763679514
Satellite,Small,High,39.8216996862685,321.830300686501,22.8987246811175
Fragment,Large,High,70.8096611986365,331.125325840597,106.525989988524
Satellite,Medium,Moderate,45.6343503576354,34.1457095711361,101.601276912227
Fragment,Small,High,78.0628412280191,195.885360706716,3.66403244109498
Satellite,Large,Low,50.8765296463035,266.583427638594,61.7621501385364
Rocket_Body,Medium,Moderate,47.1051755048499,272.493664245725,49.9425370443559
Satellite,Medium,Low,94.125692393947,218.417832709201,100.411809638046
Satellite,Large,Low,32.579118990163,60.0434406661227,32.4203718466381
Rocket_Body,Large,Moderate,20.8402605996908,287.071399418999,88.6307884461387
Satellite,Large,High,62.6088801933512,259.24008006538,136.980894272125
Rocket_Body,Large,Low,97.2389631055761,31.008877757653,119.670355831291
Satellite,Small,Low,44.0055292354468,166.971536882775,138.218660432479
Fragment,Large,Low,15.5833087265903,62.6318638278492,146.775895039903
Fragment,Medium,Low,40.537474057861,121.491736456669,1.60051905092441
Satellite,Medium,Moderate,55.5338488887602,6.50919319404675,93.4111914566216
Satellite,Small,Moderate,24.5730705968992,144.118752627872,61.9259096638359
Satellite,Medium,Critical,69.2291996250842,197.955691616235,128.978173550268
Fragment,Medium,Critical,99.797445010918,223.049733417751,37.7722053013697
Satellite,Large,Low,50.6565528383299,238.856524246335,147.154423367261
Fragment,Medium,High,41.9255701057191,301.064872716885,92.056195431562
Rocket_Body,Small,Low,46.063375015102,77.5666466192628,119.030610334324
Fragment,Large,High,20.3631560555681,43.3734560778484,12.8399329234152
Fragment,Large,Low,89.4946241283601,306.553381883253,27.5186827138297
Rocket_Body,Small,Critical,47.3343089969216,56.3806133613539,113.76055095513
Fragment,Large,Critical,44.8546970282357,350.91362928103,3.29797830589854
Satellite,Large,High,69.3721245637426,303.313762583509,122.531697884067
Satellite,Small,Low,49.7830078838011,180.315578120255,2.09235280378671
Fragment,Large,High,68.3410121927061,353.311712971929,98.567825859191
Satellite,Small,Critical,15.5301661117708,35.0556224788815,54.7640880347708
Fragment,Small,Low,83.2351009350004,109.103674023036,91.7242279078798
Satellite,Medium,Low,94.6453557591462,229.76078941462,104.404711048367
Satellite,Medium,High,68.3888847543447,126.002472650344,51.3712828779456
Fragment,Large,Moderate,95.9109335972929,334.214118713085,16.1943672166253
Satellite,Large,High,23.6289082932966,23.6253917440143,10.4468801622398
Fragment,Small,Critical,52.9674570532318,197.788259541947,88.3404033843821
Satellite,Large,Critical,64.1626060550902,212.711856262241,78.0983030601167
Satellite,Small,Critical,62.3562982679068,234.9821245598,111.330151368169
Rocket_Body,Small,Critical,46.1315601180138,92.0398403994532,76.4603265005905
Rocket_Body,Large,Critical,40.4275968429635,131.243913907151,63.3668685046318
Fragment,Small,Moderate,21.4141620295376,303.724990679391,59.7130767354346
Rocket_Body,Medium,Low,45.256820550605,70.1793968292575,3.96703538965012
Fragment,Large,High,24.6394733594936,297.67242498241,50.3335802544985
Rocket_Body,Medium,High,76.0929108842996,202.555952244987,146.403023628674
Satellite,Large,Critical,28.7947841945131,274.387504029869,131.033336434063
Fragment,Small,High,15.270877475608,256.898651854849,49.4067100551326
Fragment,Large,Critical,59.712952403551,74.7041383385564,88.1693107599558
Satellite,Medium,Moderate,63.5706759447461,204.772585116194,127.094511830324
Fragment,Small,Moderate,88.4721755152455,312.380335009833,66.1911505125103
Fragment,Large,Low,61.9283451175913,155.561845248694,2.69367956252264
Rocket_Body,Large,Moderate,41.0932768351101,347.972677280394,11.176569272796
Fragment,Large,Moderate,82.2710693373688,162.797436036618,76.5589082023059
Satellite,Medium,Low,58.6251003868678,51.4028292004384,145.415906351381
Rocket_Body,Medium,High,17.1352256168072,140.196484827962,103.98143133283
Rocket_Body,Large,Critical,60.9265504281922,342.612866300593,10.6374287157854
Satellite,Small,Critical,91.7216690879496,115.099505762347,28.4041313687794
Satellite,Small,High,45.6681362948398,312.515337552142,115.698471482527
Rocket_Body,Medium,Low,36.669322170982,317.25024540548,126.215963993436
Fragment,Small,High,22.9122511316218,126.067148759505,92.6541879282886
Rocket_Body,Medium,Moderate,23.6300969741821,29.9727568982275,96.6634754444725
Satellite,Large,Low,48.9494335907637,260.840847297174,4.25061755750769
Rocket_Body,Medium,Low,63.6111841745376,112.144427645034,124.279538937226
Satellite,Medium,Low,17.2553864652641,281.852501132726,118.241281225624
Rocket_Body,Large,Critical,94.5611730122649,159.355745373755,38.855271615502
Fragment,Small,High,77.9620255700676,174.696027243343,106.301507994826
Rocket_Body,Medium,Low,62.7961526455296,280.047386429473,32.2281909637497
Rocket_Body,Medium,Low,84.5594803845091,137.650799182186,6.04952415772694
Satellite,Large,Low,17.2168081130901,159.525844316249,30.1704813885565
Satellite,Small,High,52.9154989959811,135.428568757063,26.7943315131449
Satellite,Medium,Critical,66.7083814175497,132.24258549982,50.662199510227
Rocket_Body,Large,Moderate,84.578761550646,189.340767684525,62.7674245763187
Fragment,Medium,Critical,80.512260404434,291.167800020414,76.2808337246561
Satellite,Large,Low,34.9362324742059,130.236592292123,71.5130813262492
Satellite,Small,Critical,94.6792152603283,188.731699393585,40.6011908947934
Rocket_Body,Small,Critical,21.1911257287783,241.461837159336,4.37560028611117
Satellite,Small,Moderate,88.7620256759036,96.9982006693158,90.7652433355726
Fragment,Small,High,97.3846224644156,99.9082097648613,59.3617244771031
Fragment,Medium,High,25.9438170900363,336.028725728443,44.8008236081324
Satellite,Medium,Critical,74.9859457783406,260.472446399191,130.041156424576
Satellite,Small,Critical,13.6256966900198,207.787203440391,112.011496169723
Rocket_Body,Small,High,46.4880542625239,233.17921959142,128.664832255866
Fragment,Small,High,56.4654969277906,10.5477995172306,74.2474192068691
Fragment,Medium,Moderate,62.258070331867,222.51706760221,19.6396878190166
Satellite,Small,Low,94.2343523423703,183.423194360712,104.43321541819
Rocket_Body,Small,Critical,70.5025618564775,196.469884720596,30.9110669905762
Fragment,Small,High,53.3150156097313,129.392577659094,66.1844503637575
Fragment,Large,Critical,82.87075326393,29.330603176659,9.75011834233327
Rocket_Body,Small,Critical,95.5479538858968,69.6021241003387,123.796260363447
Rocket_Body,Large,High,11.9859533814061,342.268096756561,18.891096157125
Fragment,Large,Moderate,98.4269145030434,147.131842417536,135.464626057396
Fragment,Small,Critical,17.7518925157312,168.005936099111,129.634590339233
Rocket_Body,Large,Moderate,83.2948101341885,18.975524347238,69.6874146658869
Fragment,Small,High,35.2301277296271,13.523842635833,111.655230645598
Satellite,Medium,Low,21.8961691978484,258.185320936832,92.9167610727229
Satellite,Medium,Low,49.5870075742451,193.7140790836,120.461346350661
Rocket_Body,Medium,Critical,67.9560921502852,183.134154317856,64.7707651178868
Rocket_Body,Medium,High,44.2856660521127,87.5248309521607,117.871272636652
Rocket_Body,Large,Moderate,14.9108867454429,268.110263386772,69.3685225597721
Satellite,Small,Critical,63.9515025692844,60.565168479057,141.144868176419
Fragment,Small,High,91.2162948499607,68.3765077179672,72.9558151237721
Satellite,Small,High,44.4893829352526,165.856381685379,69.3928907900594
Fragment,Medium,Moderate,29.4699499867744,103.060750360298,117.760779234526
Satellite,Medium,Critical,49.8319611339533,89.0866732439327,123.236653764125
Fragment,Small,High,14.3526439943902,232.285552039199,83.1733671481756
Satellite,Medium,High,83.8438826032247,234.349828278676,26.9696720242613
Rocket_Body,Small,High,84.3706729855168,296.826145127974,70.1637346436369
Satellite,Small,Moderate,62.9200417086665,150.375084110271,145.210875436451
Fragment,Small,Critical,41.779260004455,26.310632769414,112.947928955877
Satellite,Small,Critical,81.9805028001205,98.5198985717247,121.674390581869
Satellite,Small,Critical,59.921832230953,352.801966750854,4.92382482288601
Satellite,Small,Critical,84.3339077695014,214.653087083772,70.1789193951239
Rocket_Body,Small,Low,66.8312913324718,255.505350528367,96.9931700486333
Satellite,Medium,Low,80.5964925891517,2.64881866514923,124.504902544211
Rocket_Body,Small,Critical,63.8706693895984,186.554063585707,7.39104803741572
Rocket_Body,Small,Moderate,47.2726961394099,13.5103167114491,127.86583284628
Satellite,Medium,Low,96.2151273933523,204.922876352921,82.2601405112867
Satellite,Medium,High,58.700244239096,331.477505868987,29.5970955864089
Satellite,Medium,Low,64.4580566686484,348.630886980146,47.588282467455
Fragment,Small,High,29.8438875473274,194.598963140012,42.2894327627341
Satellite,Large,Critical,66.3085710484548,164.953729890797,79.6288551432713
Rocket_Body,Large,Low,61.4446884534649,340.206153929457,7.75285198666977
Satellite,Medium,Moderate,26.6354558152322,242.49953951881,23.7804237749885
Fragment,Large,Low,15.3628387617829,23.3637406338274,121.903956506367
Satellite,Medium,Low,64.3923387743294,167.661207960299,19.8905986120216
Fragment,Small,Low,78.7323042415288,86.4882066471494,35.009440418719
Fragment,Large,Critical,57.1061233829807,169.129555721525,68.0055908406236
Satellite,Small,Moderate,30.4095362787681,163.96760592229,77.5681332169995
Rocket_Body,Large,Low,69.9869779023731,209.572129013307,114.541571942123
Fragment,Small,Moderate,17.2095153948642,128.43737652573,67.0998639999281
Satellite,Large,Critical,49.7650334321759,59.1373618041341,118.47969315533
Satellite,Small,High,24.7030082558578,181.338996452384,92.7519460568186
Rocket_Body,Small,Low,26.6013145953895,298.873038364474,16.9649609135733
Fragment,Large,Moderate,28.2064554242383,239.044402104336,23.4497157589257
Fragment,Small,Moderate,44.803635133958,121.812431733077,65.5550588174656
Satellite,Small,Critical,14.6035185058357,336.788288193188,59.5334089633559
Satellite,Small,Low,45.8014096836188,328.394725649705,111.531640445594
Rocket_Body,Large,High,56.053670240323,75.3654237782755,87.1105709696027
Rocket_Body,Large,Moderate,53.4964856469692,14.1903306433306,58.2199621503373
Fragment,Small,Low,44.4505690362736,266.871135006274,25.6140425175578
Fragment,Small,High,85.5231947263677,297.939694085695,34.0255653488242
Satellite,Large,Moderate,23.0794023178453,348.431243742487,86.3251527703588
Fragment,Large,Moderate,55.5127069403236,320.341101871791,63.5158207349688
Rocket_Body,Small,High,15.5837275260898,216.192516554309,77.2391263291008
Rocket_Body,Small,High,16.4040110990118,190.818842116457,25.601615295335
Satellite,Small,Critical,61.6479264709386,10.022778454531,99.4359378516848
Rocket_Body,Medium,Low,60.9416582399038,88.79632086412,127.880811128395
Rocket_Body,Large,Low,89.0230161560011,165.461310623853,38.690926018035
Rocket_Body,Medium,Critical,60.2086308094065,226.261404030084,73.7271338747739
Rocket_Body,Large,Moderate,96.3811918364365,200.610659994627,146.329099353135
Satellite,Large,High,14.3825363559936,267.348956285408,49.9862610826091
Satellite,Large,High,18.8206916302666,100.716095119334,89.2569517385641
Fragment,Large,High,13.9659275413343,203.38293875489,13.5293550300366
Rocket_Body,Large,Moderate,26.6749165300186,31.7312076206851,90.9022503719164
Fragment,Large,High,58.714309984751,148.919588489954,13.4447659956926
Satellite,Large,High,68.1014963284685,270.057899863656,143.885315298573
Satellite,Medium,Critical,14.1026642153801,249.624307234455,107.349397810846
Satellite,Small,Moderate,95.1373800861039,356.631385381984,118.223968220355
Satellite,Small,Low,85.7948838985343,100.040805355592,105.615654115745
Satellite,Medium,Critical,36.6951233941383,179.348147702632,88.4593554114698
Satellite,Medium,Critical,16.9468777203821,118.630948958638,67.4869171628258
Satellite,Medium,Low,25.2898365897151,158.617121061302,128.756006964159
Rocket_Body,Medium,Critical,21.4249972379475,308.502046752979,143.525350131459
Fragment,Large,Moderate,21.0955401369052,246.315267067855,74.8554259356122
Satellite,Small,High,56.670551979916,317.678828885129,139.730257373289
Rocket_Body,Large,Moderate,32.126269824406,73.2639989994791,87.4999364982776
Rocket_Body,Small,Low,42.232574487623,314.410002422917,80.7576280344649
Fragment,Small,Low,99.055480004589,21.5144187042183,68.1724099433035
Satellite,Medium,Critical,71.588282403281,319.895740957374,31.3931642295179
Fragment,Large,Moderate,95.4082600342301,118.466560605862,0.557949122708878
Satellite,Medium,Moderate,22.8300899529804,113.251548029063,36.2259340284091
Rocket_Body,Large,Low,44.3925527349312,184.351887611519,76.4584757405347
Rocket_Body,Small,Moderate,59.9258622954118,338.648467580363,56.9939928389628
Rocket_Body,Medium,Low,16.9082255699864,17.2012912853059,67.272784200395
Rocket_Body,Medium,Moderate,10.3768699265162,126.803151025468,147.097232934607
Fragment,Small,Moderate,70.3390900417225,308.365915926,52.5408556003991
Satellite,Small,Moderate,67.7637565121291,142.579611876768,67.8274409040161
Satellite,Small,Low,46.970992899965,71.6964831349441,20.0273327029229
Fragment,Medium,Critical,54.0679668428829,152.925905279308,7.19365986554814
Satellite,Large,Moderate,47.389870053288,138.798900537,116.311427188874
Rocket_Body,Medium,Low,12.1604540360399,329.549832528013,85.6024762607967
Satellite,Large,Low,40.1834445595716,274.296375267515,114.105720906584
Rocket_Body,Medium,Moderate,25.937402985756,181.841600067842,22.4794198329827
Fragment,Medium,Moderate,18.8581770191231,355.813404019765,85.7743156774036
Satellite,Small,Critical,96.1048390500414,167.499911259332,38.0463711512063
Fragment,Large,Low,63.9423752537949,20.965619095299,34.2092725350029
Satellite,Medium,Low,75.5790655812942,94.4187558533945,1.72890210794778
Rocket_Body,Medium,High,38.3827368939505,156.985372878952,19.5511085353607
Fragment,Small,Low,45.3832416544613,56.4849446926032,46.3902167249543
Satellite,Small,Critical,31.3231594507051,341.123445476655,17.5318140886408
Rocket_Body,Large,High,18.7269103868882,276.065603214398,147.87876606164
Fragment,Medium,High,26.1128473697425,96.5833921539981,46.2948972785926
Fragment,Large,High,81.7762640766837,212.689632066449,19.5485920053492
Satellite,Medium,Moderate,70.9791224665398,259.721696559445,29.8623469241936
Satellite,Large,Moderate,59.2235988386929,338.860414406447,88.1554842512214
Satellite,Small,Low,52.7580885580091,317.388725703147,9.60652857971827
Rocket_Body,Medium,High,93.0190855290512,185.469201409756,129.365119521173
Satellite,Large,Critical,16.5461453000801,278.874943125486,144.224951885572
Fragment,Small,Moderate,35.2540731914124,202.37211137793,37.0121131001071
Fragment,Small,Critical,41.4944068213642,198.973400416394,67.5142902886289
Satellite,Large,Critical,80.4183230991509,41.307105001749,3.32016765442456
Satellite,Medium,Moderate,99.3263158145774,45.4095568858147,96.1065337090832
Fragment,Medium,Moderate,31.6603463281437,190.632101408084,62.0889087078883
Rocket_Body,Small,Moderate,88.6876600723372,96.7901561924423,40.5087699152333
Satellite,Medium,Moderate,84.7560484388612,7.5732848857687,31.0255665924912
Satellite,Medium,High,30.2191657877589,260.222113404076,98.103461648814
Fragment,Medium,High,45.93993221793,11.6951748084593,62.4325546548471
Satellite,Small,High,46.8705582363267,214.299662797459,26.9488933544868
Rocket_Body,Large,High,98.0398601673902,194.109765885833,103.366362223023
Fragment,Medium,Low,26.2802711241008,348.773288608009,84.760842455504
Satellite,Small,High,81.9242173994303,174.316730165151,128.800808239424
Fragment,Small,Moderate,40.0773442755798,22.896517096007,17.6213848314739
Satellite,Large,Critical,75.7783311198544,198.607668410326,117.849990291668
Satellite,Medium,High,47.8009903866096,302.794621421796,101.027518022588
Satellite,Medium,Low,62.0523786804886,358.865742341318,17.2516405242146
Rocket_Body,Large,Moderate,84.9350595993518,154.923542528066,104.223109480758
Rocket_Body,Large,Critical,82.3749008485495,115.307547298827,66.2320933319745
Fragment,Small,Critical,87.978086518573,326.395186902719,141.747717833376
Satellite,Small,High,15.3655592810193,68.8471664674037,21.2417025926848
